
FM-removed
XY-Scan
nm
E	210.379	90.000	28.4755	114.9472	0.2583	0.6180	0.0000	6.8000
dPolE	210.379	90.000	99.9999	1.0000	0.0000	6.8000
uR	210.379	90.000	0.0169	1.0000	0.0000	6.8000
E	211.990	90.000	63.5309	74.3216	0.2691	0.6822	0.0000	6.8000
dPolE	211.990	90.000	99.9830	1.0000	0.0000	6.8000
uR	211.990	90.000	0.0162	1.0000	0.0000	6.8000
E	213.602	90.000	84.3186	112.9765	0.2283	2.4216	0.0000	6.8000
dPolE	213.602	90.000	99.9522	1.0000	0.0000	6.8000
uR	213.602	90.000	0.0119	1.0000	0.0000	6.8000
E	215.214	90.000	63.0994	258.8135	0.2351	0.5981	0.0000	6.8000
dPolE	215.214	90.000	99.9851	1.0000	0.0000	6.8000
uR	215.214	90.000	0.0053	1.0000	0.0000	6.8000
E	216.826	90.000	10.3984	166.6545	0.2742	1.3801	0.0000	6.8000
dPolE	216.826	90.000	99.9988	1.0000	0.0000	6.8000
uR	216.826	90.000	0.0086	1.0000	0.0000	6.8000
E	218.438	90.000	19.5836	350.6775	0.2834	0.7697	0.0000	6.8000
dPolE	218.438	90.000	99.9296	1.0000	0.0000	6.8000
uR	218.438	90.000	0.0082	1.0000	0.0000	6.8000
E	220.050	90.000	23.1735	213.7171	0.2575	0.6420	0.0000	6.8000
dPolE	220.050	90.000	99.8898	1.0000	0.0000	6.8000
uR	220.050	90.000	0.0086	1.0000	0.0000	6.8000
E	221.662	90.000	58.7410	274.4796	0.2313	0.5429	0.0000	6.8000
dPolE	221.662	90.000	99.9979	1.0000	0.0000	6.8000
uR	221.662	90.000	0.0055	1.0000	0.0000	6.8000
E	223.274	90.000	60.3525	215.7607	0.2742	0.5527	0.0000	6.8000
dPolE	223.274	90.000	99.9653	1.0000	0.0000	6.8000
uR	223.274	90.000	0.0073	1.0000	0.0000	6.8000
E	224.886	90.000	57.0826	155.2827	0.2938	0.5105	0.0000	6.8000
dPolE	224.886	90.000	99.9947	1.0000	0.0000	6.8000
uR	224.886	90.000	0.0031	1.0000	0.0000	6.8000
E	226.498	90.000	39.4011	150.6106	0.2823	0.4543	0.0000	6.8000
dPolE	226.498	90.000	99.9655	1.0000	0.0000	6.8000
uR	226.498	90.000	0.0036	1.0000	0.0000	6.8000
E	228.111	90.000	70.1636	355.9813	0.2488	0.5337	0.0000	6.8000
dPolE	228.111	90.000	99.9260	1.0000	0.0000	6.8000
uR	228.111	90.000	0.0037	1.0000	0.0000	6.8000
E	229.723	90.000	12.6695	123.8755	0.2459	1.2636	0.0000	6.8000
