
FM-removed
XY-Scan
nm
E	210.379	90.000	47.5922	330.6117	0.2546	0.4962	0.0000	6.8000
dPolE	210.379	90.000	99.9561	1.0000	0.0000	6.8000
uR	210.379	90.000	0.0243	1.0000	0.0000	6.8000
E	211.990	90.000	89.9900	269.2012	0.2624	1571.9482	0.0000	6.8000
dPolE	211.990	90.000	99.9530	1.0000	0.0000	6.8000
uR	211.990	90.000	0.0168	1.0000	0.0000	6.8000
E	213.602	90.000	40.6596	72.6021	0.2570	0.5178	0.0000	6.8000
dPolE	213.602	90.000	99.9934	1.0000	0.0000	6.8000
uR	213.602	90.000	0.0115	1.0000	0.0000	6.8000
E	215.214	90.000	59.9114	150.0820	0.2381	0.5158	0.0000	6.8000
dPolE	215.214	90.000	99.9875	1.0000	0.0000	6.8000
uR	215.214	90.000	0.0059	1.0000	0.0000	6.8000
E	216.826	90.000	64.5764	190.9448	0.2614	0.5988	0.0000	6.8000
dPolE	216.826	90.000	99.9629	1.0000	0.0000	6.8000
uR	216.826	90.000	0.0061	1.0000	0.0000	6.8000
E	218.438	90.000	35.6722	157.5014	0.2820	0.5220	0.0000	6.8000
dPolE	218.438	90.000	99.9534	1.0000	0.0000	6.8000
uR	218.438	90.000	0.0063	1.0000	0.0000	6.8000
E	220.050	90.000	44.0275	12.5830	0.2687	0.4467	0.0000	6.8000
dPolE	220.050	90.000	99.9702	1.0000	0.0000	6.8000
uR	220.050	90.000	0.0047	1.0000	0.0000	6.8000
E	221.662	90.000	82.8962	147.9638	0.2368	1.7377	0.0000	6.8000
dPolE	221.662	90.000	99.9627	1.0000	0.0000	6.8000
uR	221.662	90.000	0.0052	1.0000	0.0000	6.8000
E	223.274	90.000	49.6297	158.9012	0.2696	0.4353	0.0000	6.8000
dPolE	223.274	90.000	99.9753	1.0000	0.0000	6.8000
uR	223.274	90.000	0.0028	1.0000	0.0000	6.8000
E	224.886	90.000	46.0184	219.5268	0.2991	0.5100	0.0000	6.8000
dPolE	224.886	90.000	99.9895	1.0000	0.0000	6.8000
uR	224.886	90.000	0.0035	1.0000	0.0000	6.8000
E	226.498	90.000	54.4974	193.0363	0.3067	0.4708	0.0000	6.8000
dPolE	226.498	90.000	99.9644	1.0000	0.0000	6.8000
uR	226.498	90.000	0.0023	1.0000	0.0000	6.8000
E	228.111	90.000	27.7361	201.9532	0.2626	0.4743	0.0000	6.8000
dPolE	228.111	90.000	99.9964	1.0000	0.0000	6.8000
uR	228.111	90.000	0.0032	1.0000	0.0000	6.8000
E	229.723	90.000	56.7232	183.5911	0.2965	0.4274	0.0000	6.8000
dPolE	229.723	90.000	99.9444	1.0000	0.0000	6.8000
uR	229.723	90.000	0.0024	1.0000	0.0000	6.8000
E	231.335	90.000	30.6868	147.3545	0.2772	0.4909	0.0000	6.8000
dPolE	231.335	90.000	99.9555	1.0000	0.0000	6.8000
uR	231.335	90.000	0.0024	1.0000	0.0000	6.8000
E	232.948	90.000	35.9108	187.4520	0.2826	0.3739	0.0000	6.8000
dPolE	232.948	90.000	99.9873	1.0000	0.0000	6.8000
uR	232.948	90.000	0.0016	1.0000	0.0000	6.8000
E	234.560	90.000	31.2418	347.4355	0.2971	0.4221	0.0000	6.8000
dPolE	234.560	90.000	99.9999	1.0000	0.0000	6.8000
uR	234.560	90.000	0.0014	1.0000	0.0000	6.8000
E	236.173	90.000	10.2484	295.1581	0.2295	1.6914	0.0000	6.8000
dPolE	236.173	90.000	99.9641	1.0000	0.0000	6.8000
uR	236.173	90.000	0.0013	1.0000	0.0000	6.8000
E	237.786	90.000	49.4479	173.3094	0.3257	0.3835	0.0000	6.8000
dPolE	237.786	90.000	99.9851	1.0000	0.0000	6.8000
uR	237.786	90.000	0.0016	1.0000	0.0000	6.8000
E	239.398	90.000	19.5556	124.0690	0.2642	0.8765	0.0000	6.8000
dPolE	239.398	90.000	99.9902	1.0000	0.0000	6.8000
uR	239.398	90.000	0.0011	1.0000	0.0000	6.8000
E	241.011	90.000	54.2267	353.1638	0.3110	0.3663	0.0000	6.8000
dPolE	241.011	90.000	99.9668	1.0000	0.0000	6.8000
uR	241.011	90.000	0.0010	1.0000	0.0000	6.8000
E	242.624	90.000	12.0599	124.4891	0.2396	1.3318	0.0000	6.8000
dPolE	242.624	90.000	99.9790	1.0000	0.0000	6.8000
uR	242.624	90.000	0.0015	1.0000	0.0000	6.8000
E	244.237	90.000	37.0177	305.2440	0.3096	0.5723	0.0000	6.8000
dPolE	244.237	90.000	99.9899	1.0000	0.0000	6.8000
uR	244.237	90.000	0.0008	1.0000	0.0000	6.8000
E	245.850	90.000	19.4556	239.5396	0.2677	0.9364	0.0000	6.8000
